County_name,STCO,LaborForce00,PrimeAge00,Over65_00,55-64_00,Under25_00,LaborForce,PrimeAge,Over65,55-64,Under25,over65_%_16,over65_%_00,over65_%change,NET_LaborTotal,%_LaborTotal,NET_PrimeAge,%_PrimeAge,NET_Over65,%_Over65,NET_55-64,%_55-64,NET_Under25,%_Under25,CSA,CSA_name
LaSalle,17099,53979,37288,2138,6006,8547,55899,34796,2922,9755,8426,0.05227284924596147,0.03960799570203227,0.012664853543929197,1920,0.03556938809537042,-2492,-0.06683115211328042,1920,0.3666978484565014,3749,0.6242091242091242,-121,-0.014157014157014158,176,"Chicago-Naperville, IL-IN-WI"
McHenry,17111,140203,104384,3487,13327,19005,170616,109231,7511,30356,23518,0.04402283490411216,0.02487107979144526,0.019151755112666896,30413,0.21692117857677795,4847,0.04643431943592888,30413,1.1540005735589332,17029,1.2777819464245517,4513,0.23746382530912918,176,"Chicago-Naperville, IL-IN-WI"
Putnam,17155,3002,2029,137,392,444,3159,1848,250,701,360,0.07913896802785692,0.04563624250499667,0.033502725522860245,157,0.05229846768820786,-181,-0.08920650566781665,157,0.8248175182481752,309,0.7882653061224489,-84,-0.1891891891891892,176,"Chicago-Naperville, IL-IN-WI"
Will,17197,257898,190805,5323,23186,38584,362694,242521,13441,54567,52165,0.03705878784870993,0.020639942923171176,0.016418844925538755,104796,0.4063466952050811,51716,0.27104111527475694,104796,1.5250798421942513,31381,1.3534460450271715,13581,0.3519852788720713,176,"Chicago-Naperville, IL-IN-WI"
Jasper,18073,14785,9884,502,1585,2814,16257,10257,866,2680,2454,0.05326936089069324,0.03395333107879608,0.019316029811897166,1472,0.0995603652350355,373,0.0377377579927155,1472,0.7250996015936255,1095,0.6908517350157729,-360,-0.1279317697228145,176,"Chicago-Naperville, IL-IN-WI"
Lake,18089,230901,160718,7206,23949,39028,237739,152926,10537,40076,34200,0.0443217141487093,0.031208180129146258,0.013113534019563042,6838,0.02961442349751625,-7792,-0.04848243507261166,6838,0.46225367749097973,16127,0.6733892855651593,-4828,-0.12370605718970995,176,"Chicago-Naperville, IL-IN-WI"
LaPorte,18091,53431,37240,2053,6113,8025,51851,31479,3090,10121,7161,0.059593836184451604,0.038423387172240836,0.021170449012210768,-1580,-0.029570848383896987,-5761,-0.15469924812030075,-1580,0.5051144666341939,4008,0.6556518894159987,-864,-0.10766355140186916,176,"Chicago-Naperville, IL-IN-WI"
Newton,18111,7259,5040,271,849,1099,6790,4169,388,1355,878,0.05714285714285714,0.037332965973274554,0.019809891169582587,-469,-0.06460945033751206,-871,-0.17281746031746031,-469,0.4317343173431734,506,0.5959952885747939,-221,-0.2010919017288444,176,"Chicago-Naperville, IL-IN-WI"
Porter,18127,76960,53356,1982,8439,13183,83782,53233,3785,15339,11425,0.045176768279582724,0.025753638253638255,0.01942313002594447,6822,0.08864345114345114,-123,-0.0023052702601394407,6822,0.9096871846619576,6900,0.8176324209029506,-1758,-0.13335356140483956,176,"Chicago-Naperville, IL-IN-WI"
Anne Arundel,24003,269772,195970,6903,29032,37867,316151,204267,16982,50346,44556,0.05371483879538575,0.02558827454294738,0.028126564252438372,46379,0.1719192503299082,8297,0.042338112976475994,46379,1.4600898160220195,21314,0.7341554147147975,6689,0.17664457179074128,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Baltimore,24005,396897,281937,14797,43007,57156,444124,283693,26787,77167,56477,0.06031423656456305,0.03728171288772654,0.02303252367683651,47227,0.11899056934166799,1756,0.006228341792669994,47227,0.810299385010475,34160,0.794289301741577,-679,-0.011879767653439708,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Calvert,24009,39341,29705,914,3866,4856,49736,31818,2044,8416,7458,0.04109699211838507,0.02323275971632648,0.017864232402058592,10395,0.26422815891817697,2113,0.07113280592492846,10395,1.236323851203501,4550,1.1769270563890326,2602,0.535831960461285,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Carroll,24013,80767,59178,2111,8885,10593,92793,57719,5334,16773,12967,0.05748278426174388,0.026136912352817364,0.031345871908926515,12026,0.14889744573897756,-1459,-0.024654432390415357,12026,1.5267645665561345,7888,0.8877884074282498,2374,0.22411026149343907,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Cecil,24015,44866,32688,1241,4528,6409,53247,33830,2569,9371,7477,0.0482468495877702,0.027660143538536977,0.020586706049233225,8381,0.1868006954040922,1142,0.03493636808614782,8381,1.0701047542304594,4843,1.0695671378091873,1068,0.16664066156966764,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Charles,24017,64983,48608,1210,6262,8903,83126,57166,3048,12273,10639,0.03666722806342179,0.018620254528107352,0.01804697353531444,18143,0.27919609744086915,8558,0.17606155365371956,18143,1.51900826446281,6011,0.9599169594378792,1736,0.19499045265640796,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Dorchester,24019,15144,10217,777,2055,2095,16952,10080,1316,3333,2223,0.07763095799905616,0.05130744849445325,0.02632350950460291,1808,0.11938721605916534,-137,-0.013409024175393951,1808,0.6936936936936937,1278,0.621897810218978,128,0.06109785202863962,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Frederick,24021,107151,79846,2682,10380,14243,136600,88967,6504,23054,18075,0.04761346998535871,0.025030097712573845,0.022583372272784865,29449,0.2748364457634553,9121,0.11423239736492749,29449,1.425055928411633,12674,1.2210019267822736,3832,0.26904444288422386,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Harford,24025,116981,86121,3407,12295,15158,137757,87691,7275,23552,19239,0.05281038350138287,0.02912438772108291,0.023685995780299958,20776,0.1776014908403929,1570,0.018230164535943612,20776,1.1353096565893748,11257,0.9155754371695811,4081,0.2692307692307692,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Howard,24027,139885,107471,3043,14868,14503,174892,115654,9396,30645,19197,0.05372458431489147,0.021753583300568324,0.03197100101432315,35007,0.25025556707295277,8183,0.0761414707223344,35007,2.087742359513638,15777,1.061138014527845,4694,0.32365717437771496,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Montgomery,24031,477123,353946,18943,55579,48655,582122,381177,37325,102668,60952,0.06411886168191548,0.039702550495364926,0.024416311186550556,104999,0.22006694290570775,27231,0.07693546473190825,104999,0.9703848387267064,47089,0.8472444628366829,12297,0.2527386702291645,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Prince George's,24033,431120,313622,10035,41137,66326,512949,343741,24359,78392,66457,0.0474881518435556,0.023276581926145852,0.024211569917409748,81829,0.18980562256448322,30119,0.09603599237298403,81829,1.4274040857000498,37255,0.9056323990568101,131,0.0019750927238187136,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Queen Anne's,24035,21849,15685,954,2826,2384,26902,15885,2227,5492,3298,0.08278194929745,0.043663325552656874,0.03911862374479313,5053,0.23126916563687125,200,0.012751036021676761,5053,1.3343815513626835,2666,0.943382873319179,914,0.38338926174496646,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
St. Mary's,24037,46032,33758,1155,4194,6925,58498,38902,2532,8893,8171,0.04328353106089097,0.02509124087591241,0.018192290184978564,12466,0.27081160931525894,5144,0.1523786954203448,12466,1.1922077922077923,4699,1.120410109680496,1246,0.179927797833935,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Talbot,24041,16789,11512,1156,2532,1589,18741,10414,1904,4066,2357,0.1015954324742543,0.06885460718327477,0.03274082529097953,1952,0.11626660313300376,-1098,-0.09537873523280056,1952,0.6470588235294118,1534,0.6058451816745656,768,0.48332284455632474,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Washington,24043,63714,45258,2339,7055,9062,72795,47148,3588,12131,9928,0.04928909952606635,0.036710926954829394,0.012578172571236959,9081,0.14252754496656936,1890,0.041760572716425824,9081,0.5339888841385207,5076,0.7194897236002835,866,0.0955638931803134,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Baltimore,24510,287159,200148,9656,27804,49551,310850,212209,13456,43584,41601,0.0432877593694708,0.033625970281272746,0.009661789088198057,23691,0.08250133201466783,12061,0.060260407298599036,23691,0.39353769676884837,15780,0.5675442382391023,-7950,-0.16044075800690197,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
Barnstable,25001,107184,73636,6958,15008,11582,110966,59088,12508,26103,13267,0.11271921128994467,0.06491640543364681,0.047802805856297856,3782,0.03528511718166891,-14548,-0.19756640773534684,3782,0.7976430008623168,11095,0.7392723880597015,1685,0.1454843723018477,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Bristol,25005,275122,195320,8608,27985,43209,297355,187497,14730,49701,45427,0.049536749003716095,0.03128793771490466,0.018248811288811437,22233,0.08081142184194648,-7823,-0.040052221994675404,22233,0.7111988847583643,21716,0.7759871359656959,2218,0.05133189844708278,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Essex,25009,366950,265023,13701,40638,47588,419435,257509,25597,75553,60776,0.06102733439031077,0.03733751192260526,0.023689822467705512,52485,0.1430303856111187,-7514,-0.028352256219271534,52485,0.8682577914020875,34915,0.8591712190560559,13188,0.2771286879045137,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Middlesex,25017,805662,581972,29690,86184,107816,897811,582672,52428,148494,114217,0.0583953638349274,0.03685168221909436,0.02154368161583304,92149,0.11437674856205207,700,0.0012028070078972872,92149,0.7658470865611317,62310,0.7229880256196045,6401,0.05936966683980114,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Norfolk,25021,348897,253822,15544,40488,39043,385197,241926,25717,70188,47366,0.06676324062752306,0.04455183048292189,0.022211410144601172,36300,0.10404216717254662,-11896,-0.04686748981569761,36300,0.6544647452393206,29700,0.7335506816834617,8323,0.2131752170683605,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Plymouth,25023,246330,177475,8024,28544,32287,276892,167315,17673,52251,39653,0.06382632939918813,0.03257418909592823,0.0312521403032599,30562,0.12406933788007957,-10160,-0.05724749964783772,30562,1.2025174476570288,23707,0.8305423206278026,7366,0.22814135720258927,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Suffolk,25025,355108,245995,8316,27089,73708,447453,304793,15542,51628,75490,0.034734374336522496,0.02341822769410996,0.011316146642412536,92345,0.26004764747626075,58798,0.23902111831541292,92345,0.8689273689273689,24539,0.9058658496068515,1782,0.024176480164975308,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Worcester,25027,383764,277860,11893,39219,54792,440388,275955,22580,78600,63253,0.051272968382426405,0.030990400350215237,0.02028256803221117,56624,0.14754901449849386,-1905,-0.006855970632692723,56624,0.898595812662911,39381,1.0041306509599939,8461,0.15442035333625348,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Genesee,26049,207808,150207,4866,17632,35103,186162,123153,6609,27555,28845,0.03550133754471912,0.023415845395749924,0.012085492148969194,-21646,-0.10416345857714814,-27054,-0.18011144620423816,-21646,0.35819975339087545,9923,0.5627835753176044,-6258,-0.17827536108024955,220,"Detroit-Warren-Ann Arbor, MI"
Lapeer,26087,43411,31862,911,3964,6674,41884,26514,1559,7496,6315,0.037221850826091106,0.020985464513602545,0.01623638631248856,-1527,-0.03517541636912303,-5348,-0.16784884815768,-1527,0.7113062568605928,3532,0.8910191725529768,-359,-0.053790830086904405,220,"Detroit-Warren-Ann Arbor, MI"
Lenawee,26091,49250,34123,1770,5010,8347,46751,29367,2080,8320,6984,0.044491026929905246,0.03593908629441624,0.008551940635489003,-2499,-0.050741116751269036,-4756,-0.13937813205169533,-2499,0.1751412429378531,3310,0.6606786427145709,-1363,-0.16329220079070325,220,"Detroit-Warren-Ann Arbor, MI"
Livingston,26093,83868,62306,1995,8679,10888,98615,62447,4649,18122,13397,0.047142929574608326,0.023787380168836744,0.023355549405771583,14747,0.17583583726808794,141,0.0022630244278239657,14747,1.3303258145363408,9443,1.08802857472059,2509,0.23043717854518736,220,"Detroit-Warren-Ann Arbor, MI"
Macomb,26099,408563,293630,11430,41895,61608,442192,290032,16661,72737,62762,0.03767820313348048,0.027976101604893246,0.00970210152858723,33629,0.08231043927129965,-3598,-0.012253516330075265,33629,0.45765529308836395,30842,0.7361737677527151,1154,0.018731333593039867,220,"Detroit-Warren-Ann Arbor, MI"
Monroe,26115,72941,53103,1662,6456,11720,73354,47112,2732,12920,10590,0.0372440494042588,0.022785538997271766,0.014458510406987035,413,0.0056621104728479185,-5991,-0.11281848483136546,413,0.6438026474127557,6464,1.0012391573729864,-1130,-0.09641638225255973,220,"Detroit-Warren-Ann Arbor, MI"
Oakland,26125,637937,469738,20362,66118,81719,660809,424333,34241,116603,85632,0.051816788209603684,0.0319185123295874,0.019898275880016282,22872,0.035853070130749586,-45405,-0.09666026593547893,22872,0.6816128081720852,50485,0.7635590913215766,3913,0.04788360112091435,220,"Detroit-Warren-Ann Arbor, MI"
St. Clair,26147,82376,59256,2161,8124,12835,78175,49570,3108,13728,11769,0.03975695554844899,0.02623336894241041,0.013523586606038581,-4201,-0.05099786345537535,-9686,-0.16346024031321724,-4201,0.43822304488662656,5604,0.689807976366322,-1066,-0.08305414881184262,220,"Detroit-Warren-Ann Arbor, MI"
Washtenaw,26161,179279,121638,4147,14875,38619,192354,113129,8821,27980,42424,0.045858157355708744,0.023131543571751293,0.02272661378395745,13075,0.07293101813374685,-8509,-0.06995346848846577,13075,1.1270798167349891,13105,0.8810084033613446,3805,0.09852663196872007,220,"Detroit-Warren-Ann Arbor, MI"
Wayne,26163,930640,676916,25157,78979,149588,817120,531999,29822,124917,130382,0.03649647542588604,0.02703193501246454,0.009464540413421502,-113520,-0.12198057250924095,-144917,-0.21408416997086788,-113520,0.18543546527805382,45938,0.5816482862533079,-19206,-0.12839265181699067,220,"Detroit-Warren-Ann Arbor, MI"
Anoka,27003,170915,125484,3232,16405,25794,194590,128790,7077,33062,25661,0.036368775373862995,0.01890998449521692,0.017458790878646074,23675,0.13851914694438755,3306,0.02634598833317395,23675,1.1896658415841583,16657,1.0153611703748857,-133,-0.005156237884779406,378,"Minneapolis-St. Paul, MN-WI"
Benton,27009,19602,13213,486,1478,4425,21473,14541,759,3160,3013,0.0353467144786476,0.024793388429752067,0.010553326048895535,1871,0.09544944393429242,1328,0.10050707636418679,1871,0.5617283950617284,1682,1.1380243572395128,-1412,-0.3190960451977401,378,"Minneapolis-St. Paul, MN-WI"
Carver,27019,39072,29531,882,3349,5310,55790,36890,2240,9294,7366,0.04015056461731493,0.022573710073710073,0.017576854543604855,16718,0.4278767403767404,7359,0.24919576038738953,16718,1.5396825396825398,5945,1.7751567632128993,2056,0.3871939736346516,378,"Minneapolis-St. Paul, MN-WI"
Chisago,27025,21840,16150,543,1972,3175,29152,19248,975,4941,3988,0.0334453896816685,0.02486263736263736,0.008582752319031137,7312,0.3347985347985348,3098,0.1918266253869969,7312,0.7955801104972375,2969,1.5055780933062881,813,0.25606299212598427,378,"Minneapolis-St. Paul, MN-WI"
Dakota,27037,206500,153315,4588,18471,30126,238373,155615,10103,40058,32597,0.042383155810431554,0.022217917675544794,0.02016523813488676,31873,0.15434866828087168,2300,0.015001793692724131,31873,1.202048823016565,21587,1.1686968761842889,2471,0.08202217353780787,378,"Minneapolis-St. Paul, MN-WI"
Goodhue,27049,24109,16679,1085,2646,3699,25027,14963,1561,5182,3321,0.06237263755144444,0.04500394043718114,0.017368697114263303,918,0.03807706665560579,-1716,-0.10288386593920498,918,0.43870967741935485,2536,0.9584278155706727,-378,-0.10218978102189781,378,"Minneapolis-St. Paul, MN-WI"
Hennepin,27053,641557,462472,20068,58544,100473,697092,464445,30638,110753,91256,0.04395115709260757,0.03128015125702003,0.012671005835587543,55535,0.08656284632542392,1973,0.004266204224255739,55535,0.526709188758222,52209,0.8917907898332877,-9217,-0.09173608830232997,378,"Minneapolis-St. Paul, MN-WI"
Isanti,27059,17120,12170,443,1735,2772,21003,13786,886,3605,2726,0.042184449840498975,0.025876168224299067,0.016308281616199908,3883,0.22681074766355142,1616,0.13278553820870995,3883,1.0,1870,1.0778097982708934,-46,-0.016594516594516596,378,"Minneapolis-St. Paul, MN-WI"
Le Sueur,27079,13959,9463,628,1724,2144,15384,9575,809,3021,1979,0.052587103484139364,0.04498889605272584,0.007598207431413526,1425,0.10208467655276166,112,0.011835570115185459,1425,0.28821656050955413,1297,0.7523201856148491,-165,-0.07695895522388059,378,"Minneapolis-St. Paul, MN-WI"
McLeod,27085,19191,13377,763,2089,2962,20010,12504,1193,3521,2792,0.05962018990504748,0.039758219998957844,0.019861969906089634,819,0.0426762544942942,-873,-0.065261269342902,819,0.563564875491481,1432,0.6854954523695548,-170,-0.05739365293720459,378,"Minneapolis-St. Paul, MN-WI"
Mille Lacs,27095,11272,7621,460,1370,1821,12808,8229,677,2164,1738,0.05285758900687071,0.040809084457061745,0.012048504549808964,1536,0.13626685592618878,608,0.07977955648864979,1536,0.4717391304347826,794,0.5795620437956205,-83,-0.04557935200439319,378,"Minneapolis-St. Paul, MN-WI"
Ramsey,27123,277129,192258,7689,24880,52302,289955,184915,11379,46059,47602,0.039244020623889916,0.027745201693074345,0.011498818930815571,12826,0.04628169552807537,-7343,-0.03819346919243933,12826,0.47990635973468593,21179,0.8512459807073955,-4700,-0.08986272035486215,378,"Minneapolis-St. Paul, MN-WI"
Rice,27131,31009,19140,926,3162,7781,35678,19903,1788,5839,8148,0.05011491675542351,0.029862298042503788,0.020252618712919723,4669,0.150569189590119,763,0.03986415882967607,4669,0.9308855291576674,2677,0.8466160657811511,367,0.04716617401362293,378,"Minneapolis-St. Paul, MN-WI"
Scott,27139,50862,39278,958,4294,6332,79457,55606,2693,11036,10122,0.03389254565362397,0.018835279776650546,0.015057265876973425,28595,0.562207541976328,16328,0.4157034472223637,28595,1.8110647181628392,6742,1.5700978108989287,3790,0.598547062539482,378,"Minneapolis-St. Paul, MN-WI"
Sherburne,27141,35429,25823,555,2774,6277,50816,34972,1367,7375,7102,0.026900976070528968,0.015665133083067544,0.011235842987461424,15387,0.4343052301786672,9149,0.35429655733261045,15387,1.463063063063063,4601,1.6586157173756308,825,0.13143221284052892,378,"Minneapolis-St. Paul, MN-WI"
Sibley,27143,8192,5423,505,991,1273,8343,5108,529,1654,1052,0.06340644851971713,0.0616455078125,0.0017609407072171346,151,0.0184326171875,-315,-0.058085930296883644,151,0.047524752475247525,663,0.669021190716448,-221,-0.17360565593087196,378,"Minneapolis-St. Paul, MN-WI"
Stearns,27145,75320,47672,2262,6021,19365,88529,50079,3805,13343,21302,0.04298026635339832,0.030031864046733935,0.012948402306664386,13209,0.1753717472118959,2407,0.05049085417016278,13209,0.6821396993810787,7322,1.216077063610696,1937,0.10002581977794991,378,"Minneapolis-St. Paul, MN-WI"
Washington,27163,111853,84320,1903,10704,14926,137937,89410,5768,23731,19028,0.0418161914497198,0.017013401518063888,0.02480278993165591,26084,0.23319893073945266,5090,0.06036527514231499,26084,2.0310036784025223,13027,1.2170216741405082,4102,0.2748224574567868,378,"Minneapolis-St. Paul, MN-WI"
Wright,27171,49527,36328,1241,4622,7336,72899,49613,2656,10447,10183,0.03643397028765827,0.02505703959456458,0.011376930693093687,23372,0.47190421386314535,13285,0.36569588196432506,23372,1.1402095084609185,5825,1.2602769363911726,2847,0.38808615049073064,378,"Minneapolis-St. Paul, MN-WI"
Belknap,33001,29882,21151,1186,3846,3699,32416,19093,2521,7085,3717,0.07777023692003948,0.039689445150926976,0.038080791769112506,2534,0.08480021417575798,-2058,-0.09730036404898114,2534,1.1256323777403034,3239,0.8421736869474779,18,0.004866180048661801,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Hillsborough,33011,209738,153833,6272,21144,28489,229975,145006,11673,41685,31611,0.05075769105337537,0.029903975436020178,0.02085371561735519,20237,0.09648704574278386,-8827,-0.057380406024715114,20237,0.8611288265306123,20541,0.9714812712826334,3122,0.10958615606023378,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Merrimack,33013,74113,53022,2532,7936,10623,80609,47857,4989,16289,11474,0.06189135208227369,0.03416404679341006,0.027727305288863628,6496,0.08764993995655283,-5165,-0.09741239485496586,6496,0.9703791469194313,8353,1.0525453629032258,851,0.08010919702532242,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Rockingham,33015,155700,116493,4636,16757,17814,178340,109549,10540,36029,22222,0.05910059437030391,0.029775208734746306,0.029325385635557605,22640,0.14540783558124598,-6944,-0.05960873185513293,22640,1.27351164797239,19272,1.1500865310019692,4408,0.24744582912316157,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Strafford,33017,62266,42353,1730,5570,12613,71938,40240,3278,11847,16573,0.04556701604159137,0.027784023383548004,0.017782992658043367,9672,0.1553335688818938,-2113,-0.04989020848582155,9672,0.8947976878612717,6277,1.1269299820466787,3960,0.3139617854594466,148,"Boston-Worcester-Providence, MA-RI-NH-CT"
Atlantic,34001,125696,89989,5586,13790,16331,145218,89698,8423,26230,20867,0.0580024514867303,0.0444405549898167,0.013561896496913597,19522,0.1553112270875764,-291,-0.003233728566824834,19522,0.5078768349445041,12440,0.902102973168963,4536,0.2777539648521217,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Bergen,34003,453774,326666,22567,59431,45110,494875,317688,34997,94488,47702,0.0707188684011114,0.049731804819139046,0.020987063581972352,41101,0.09057592546069189,-8978,-0.027483729558631754,41101,0.5508042717241991,35057,0.5898773367434504,2592,0.05745954333850588,408,"New York-Newark, NY-NJ-CT-PA"
Burlington,34005,219871,159448,7990,25777,26656,244998,154407,14631,44238,31722,0.059718854847794677,0.03633948997366638,0.023379364874128297,25127,0.11428064637901315,-5041,-0.031615322863880385,25127,0.8311639549436796,18461,0.7161810916708694,5066,0.19005102040816327,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Camden,34007,250704,180288,9241,26996,34179,268919,174784,14345,44663,35127,0.05334319999702513,0.03686020167209139,0.01648299832493374,18215,0.07265540238687855,-5504,-0.03052893148739794,18215,0.5523211773617573,17667,0.6544302859682916,948,0.027736329325024137,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Cape May,34009,49201,33591,3031,6997,5582,48081,26778,4665,10123,6515,0.09702377238410183,0.061604438934168004,0.035419333449933824,-1120,-0.022763764964126746,-6813,-0.20282218451370904,-1120,0.5390960079181788,3126,0.44676289838502214,933,0.16714439269079184,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Cumberland,34011,65642,45670,2786,7374,9812,69044,44789,3373,10403,10479,0.048852905393662015,0.04244233874653423,0.006410566647127781,3402,0.05182657444928552,-881,-0.019290562732647253,3402,0.21069633883704236,3029,0.4107675617032818,667,0.06797798613942112,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Essex,34013,370939,262814,15117,39685,53323,411519,277788,20215,64502,49014,0.04912288375506356,0.04075333141028579,0.008369552344777771,40580,0.10939804118736504,14974,0.05697565578698243,40580,0.33723622411854204,24817,0.625349628323044,-4309,-0.08080940682257187,408,"New York-Newark, NY-NJ-CT-PA"
Gloucester,34015,132786,95358,3886,13377,20165,157043,100954,7847,27169,21073,0.04996720643390664,0.02926513337249409,0.02070207306141255,24257,0.18267739068877742,5596,0.058684116697078376,24257,1.0193000514668038,13792,1.0310233983703372,908,0.0450285147532854,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Hudson,34017,297702,216462,8254,27156,45830,376411,279366,12265,45957,38823,0.03258406369633193,0.02772571228947068,0.004858351406861253,78709,0.26438854962344893,62904,0.2906006597000859,78709,0.4859462078992004,18801,0.6923331860362351,-7007,-0.15289111935413485,408,"New York-Newark, NY-NJ-CT-PA"
Hunterdon,34019,65107,48590,2071,8483,5963,69979,41249,4862,16556,7312,0.06947798625301876,0.031809175664675074,0.03766881058834369,4872,0.07483066336953016,-7341,-0.15108046923235233,4872,1.3476581361661033,8073,0.9516680419662855,1349,0.22622840851920176,408,"New York-Newark, NY-NJ-CT-PA"
Mercer,34021,180299,126218,6013,19675,28393,196020,124720,10835,31898,28567,0.055274971941638606,0.03335015723880887,0.02192481470282974,15721,0.08719404988380412,-1498,-0.0118683547513033,15721,0.8019291535007483,12223,0.6212452350698856,174,0.006128271052724263,408,"New York-Newark, NY-NJ-CT-PA"
Middlesex,34023,391203,282172,11678,40334,57019,433873,293746,20968,72461,46698,0.048327505975250824,0.029851509318691318,0.018475996656559506,42670,0.1090738056712244,11574,0.04101753540393802,42670,0.7955129302962836,32127,0.796524024396291,-10321,-0.1810098388256546,408,"New York-Newark, NY-NJ-CT-PA"
Monmouth,34025,311406,226700,11752,36268,36686,332595,207607,21543,65312,38133,0.06477247102331665,0.03773851499328851,0.027033956030028145,21189,0.06804300495173503,-19093,-0.08422143802382002,21189,0.8331347855684139,29044,0.8008161464652035,1447,0.03944283923022406,408,"New York-Newark, NY-NJ-CT-PA"
Morris,34027,252892,185077,9169,32663,25983,276096,174004,17974,53178,30940,0.06510054473806212,0.03625658383816016,0.02884396089990196,23204,0.09175458298404061,-11073,-0.05982915219070981,23204,0.9603010142872723,20515,0.6280807029360438,4957,0.1907785859985375,408,"New York-Newark, NY-NJ-CT-PA"
Ocean,34029,225604,158646,9585,27232,30141,270984,166632,19619,49419,35314,0.07239910843444632,0.04248594883069449,0.029913159603751828,45380,0.20114891579936525,7986,0.050338489467115465,45380,1.0468440271257173,22187,0.8147400117508813,5173,0.17162668790020238,408,"New York-Newark, NY-NJ-CT-PA"
Passaic,34031,232485,164561,7836,25164,34924,252174,164008,13256,41520,33390,0.05256687842521433,0.033705400348409575,0.018861478076804758,19689,0.08468933479579328,-553,-0.0033604560011181264,19689,0.6916794282797346,16356,0.6499761564139247,-1534,-0.043923949146718586,408,"New York-Newark, NY-NJ-CT-PA"
Salem,34033,31471,22384,1125,3450,4512,32133,20141,1930,5891,4171,0.06006286372265272,0.03574719583108259,0.024315667891570136,662,0.021035238791268153,-2243,-0.10020550393137956,662,0.7155555555555555,2441,0.707536231884058,-341,-0.07557624113475177,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
Somerset,34035,158972,121596,5170,17713,14493,182040,118309,10232,34373,19126,0.056207426939134254,0.03252145031829504,0.02368597662083921,23068,0.14510731449563447,-3287,-0.02703213921510576,23068,0.979110251450677,16660,0.9405521368486423,4633,0.3196715655833851,408,"New York-Newark, NY-NJ-CT-PA"
Sussex,34037,76705,57898,1880,8714,8213,81515,49356,5014,16612,10533,0.06151015150585782,0.024509484388240663,0.03700066711761715,4810,0.06270777654650936,-8542,-0.14753532073646758,4810,1.6670212765957446,7898,0.9063575854946064,2320,0.2824789967125289,408,"New York-Newark, NY-NJ-CT-PA"
Union,34039,258641,187257,10176,28168,33040,297293,197676,14964,47890,36763,0.05033418210317767,0.03934411017588085,0.01099007192729682,38652,0.14944266376947196,10419,0.055640109582018295,38652,0.4705188679245283,19722,0.7001562056234024,3723,0.112681598062954,408,"New York-Newark, NY-NJ-CT-PA"
Warren,34041,53293,39789,1712,5779,6013,58803,36366,3609,10903,7925,0.061374419672465694,0.03212429399733548,0.02925012567513021,5510,0.1033906892087141,-3423,-0.08602880193018171,5510,1.1080607476635513,5124,0.8866585914518083,1912,0.3179777149509396,408,"New York-Newark, NY-NJ-CT-PA"
Bronx,36005,500716,358133,11966,46189,84428,659777,456945,21592,84799,96441,0.032726209006982664,0.023897778381357895,0.008828430625624769,159061,0.3176671007117807,98812,0.2759086708010711,159061,0.8044459301353836,38610,0.8359133126934984,12013,0.1422869190316009,408,"New York-Newark, NY-NJ-CT-PA"
